Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Surge_Pricing_Type,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male
27.24,10.0,2.90498,3.79,0,52.0,53,77,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.4,2.0,3.03912,2.92625,0,74.0,58,89,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.08,7.0,2.6637,2.53375,0,61.0,51,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73.6,0.0,3.03943,2.88875,0,61.0,48,82,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
82.92,2.0,2.79805,3.7575,0,55.0,51,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.4,9.0,2.79021,1.4325,0,61.0,52,89,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.55,6.0,3.23187,3.885,2,40.0,46,77,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24.25,4.0,2.78549,3.47125,0,60.0,49,70,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108.41,2.0,2.79805,1.62,1,70.0,55,72,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90.18,7.0,2.94996,3.46625,0,61.0,49,66,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.4,6.0,2.91121,3.24625,0,61.0,44,54,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.42,4.0,2.49482,2.9675,0,61.0,47,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.66,10.0,2.63496,4.34125,0,61.0,44,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.26,3.0,2.50928,4.11875,0,61.0,54,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.25,9.0,2.98044,3.3425,0,35.0,50,68,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45.57,2.0,2.77869,2.695,0,61.0,47,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.05,10.0,2.79805,2.12125,2,61.0,47,66,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.69,7.0,3.11822,3.8425,1,44.0,53,87,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.42,6.0,2.86637,2.67,2,91.0,51,73,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.78,3.0,2.38399,2.4675,2,61.0,48,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.47,10.0,3.06742,2.00625,2,61.0,47,77,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.81,10.0,2.812,1.59625,2,53.0,58,85,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.36,2.0,2.85583,2.32875,0,53.0,51,77,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.18,10.0,2.88451,2.5525,1,64.0,52,71,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.36,8.0,2.79805,2.57625,1,61.0,43,54,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55.17,0.0,2.6097,2.915,1,61.0,54,84,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.81,0.0,2.69286,4.19625,0,61.0,45,60,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74.95,3.0,3.11176,2.8625,1,44.0,55,83,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35.25,7.0,2.53095,2.36875,0,39.0,55,70,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,10.0,2.81243,1.03625,1,44.0,54,74,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.94,4.0,2.64763,2.94,0,61.0,48,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.92,0.0,2.65004,1.95375,0,97.0,51,63,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.35,3.0,2.57576,2.23875,1,61.0,52,71,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.85,6.0,2.95773,1.94875,0,100.0,54,79,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.47,0.0,3.43802,3.7675,2,39.0,57,95,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.66,0.0,2.47439,3.56,0,100.0,49,70,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.68,10.0,2.57351,2.6725,1,61.0,45,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.94,7.0,2.99627,3.32875,2,61.0,47,68,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.04,0.0,3.03637,1.0675,5,61.0,47,72,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.58,7.0,2.61288,3.325,0,43.0,46,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.91,7.0,2.59511,2.0075,0,61.0,50,66,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55.71,10.0,3.11885,2.94,1,61.0,61,96,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.51,7.0,2.72212,0.6875,0,61.0,50,68,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.85,0.0,2.98627,3.7525,0,61.0,58,86,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.52,0.0,2.53452,2.1625,1,61.0,49,59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.78,5.0,2.92915,2.42375,1,61.0,64,93,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.83,7.0,2.70172,2.17375,0,61.0,52,83,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0,7.0,2.73506,4.715,1,61.0,46,58,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.95,10.0,2.83539,2.09875,1,111.0,51,77,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6,0.0,2.64074,2.2825,1,61.0,58,85,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17.0,8.0,2.89715,2.91,0,63.0,49,67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.37,0.0,2.98701,3.49125,0,45.0,54,72,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.15,7.0,2.6245,2.06125,0,49.0,57,98,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37.63,0.0,2.53711,3.26,0,71.0,47,72,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36.09,10.0,2.75045,1.455,0,53.0,57,75,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107.34,6.0,2.94964,2.49375,0,61.0,55,87,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,10.0,2.55067,2.69875,0,61.0,46,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108.68,2.0,3.05483,0.9975,4,62.0,65,93,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.3,1.0,2.61066,4.25375,0,71.0,46,58,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.36,4.0,2.59607,1.45875,0,92.0,49,70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.4,10.0,3.55585,4.45625,3,61.0,48,74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14.06,0.0,2.27014,2.3,0,61.0,50,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108.95,8.0,3.22974,3.475,0,61.0,47,67,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
55.96,10.0,3.0439,4.1675,1,61.0,51,67,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.24,8.0,2.81739,4.41125,1,61.0,48,67,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.68,2.0,2.77693,2.6825,1,51.0,56,78,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.76,10.0,2.47719,1.275,0,61.0,46,60,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30.02,6.0,2.79805,4.67,1,65.0,45,66,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.34,2.0,2.43201,3.57125,0,41.0,45,65,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
62.82,10.0,2.7844,4.2975,0,38.0,52,89,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.47,2.0,2.41103,1.75375,0,61.0,47,62,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,7.0,2.816,2.175,1,61.0,52,74,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.76,10.0,2.8405,3.4125,0,61.0,49,68,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69.87,10.0,2.69417,2.7575,0,61.0,49,66,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67.06,10.0,2.74322,2.36,0,47.0,46,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.42,10.0,3.2561,3.4875,0,40.0,54,78,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
56.33,10.0,2.77541,2.3725,0,64.0,52,75,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80.12,0.0,2.79805,1.81,2,63.0,62,96,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.0,4.0,2.77256,0.94,0,61.0,54,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.52,10.0,3.06207,4.33875,3,61.0,49,75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.31,10.0,2.79805,1.1725,1,77.0,49,69,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67.83,6.0,2.79805,1.72875,0,61.0,56,81,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.9,8.0,2.83882,2.69625,0,61.0,55,91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.97,10.0,2.85075,1.7425,3,61.0,55,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.68,6.0,2.77168,3.74,0,61.0,49,70,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.1,10.0,2.30846,0.80625,2,61.0,57,72,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76.31,6.0,3.14425,3.6575,1,82.0,64,126,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74.96,10.0,2.77869,3.88,1,82.0,44,67,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74.31,0.0,3.0731,3.12125,1,61.0,59,89,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.11,10.0,2.58302,0.2775,1,61.0,54,72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.51,1.0,2.64363,2.7475,0,61.0,49,61,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86.46,10.0,2.80411,1.7425,0,37.0,54,84,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46.63,4.0,2.48441,2.24,1,61.0,46,58,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.2,9.0,2.80812,3.6525,1,61.0,48,60,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.15,10.0,2.63983,0.22,0,53.0,48,73,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.77,10.0,2.79805,1.71875,1,61.0,45,56,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.39,6.0,2.78242,2.965,2,39.0,50,68,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.21,0.0,2.35752,0.63625,2,61.0,51,62,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.09,7.0,2.79805,4.05375,1,101.0,47,62,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.94,10.0,2.84861,3.85125,0,99.0,49,67,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35.96,5.0,2.84424,3.45125,0,79.0,53,78,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.62,3.0,2.79805,3.20625,0,61.0,50,65,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.74,1.0,2.59623,2.48375,0,46.0,44,59,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10.32,6.0,2.188,2.44,2,61.0,49,77,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.26,10.0,3.01631,1.45,1,81.0,51,78,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.37,10.0,3.3811,4.23375,0,46.0,52,78,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0,8.0,2.84938,1.5825,2,61.0,55,77,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.91,2.0,2.36581,3.40625,0,61.0,46,62,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
85.38,5.0,3.11226,4.135,0,61.0,52,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.41,6.0,2.45542,3.62125,2,61.0,47,69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19.44,8.0,2.64639,1.7,3,61.0,50,61,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89.97,10.0,2.88119,2.9075,2,35.0,47,81,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54.24,9.0,2.84198,3.25,0,61.0,48,61,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44.94,3.0,2.79805,1.92,1,61.0,52,70,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.26,8.0,2.70566,2.61125,0,61.0,47,80,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77.54,10.0,3.07173,2.35,0,61.0,49,68,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36.41,2.0,2.53175,3.645,2,61.0,51,68,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.77,1.0,2.92561,4.775,0,63.0,48,62,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31.0,8.0,2.46629,3.725,2,61.0,51,72,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59.18,4.0,2.78162,3.6225,0,61.0,44,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.71,6.0,2.52728,2.51125,1,61.0,44,57,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44.94,10.0,2.87508,3.2925,2,61.0,48,71,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.72,2.0,2.72715,2.04,1,59.0,45,66,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.26,0.0,2.61666,3.975,0,40.0,46,62,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.85,10.0,2.87669,2.7275,0,65.0,54,89,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.86,0.0,3.12684,1.81,2,61.0,52,66,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.52,7.0,2.35691,1.55,0,46.0,47,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.6,6.0,2.84538,1.99375,0,107.0,52,90,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.92,4.0,2.29896,1.96,1,61.0,48,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.72,10.0,2.77664,4.3325,0,64.0,50,81,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
62.83,0.0,2.79805,2.8925,1,61.0,61,104,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.94,5.0,2.79805,2.10875,3,92.0,75,123,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107.77,2.0,2.91811,2.44375,0,61.0,49,70,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65.6,10.0,3.08052,2.645,0,41.0,63,90,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.25,1.0,2.15235,2.25,3,61.0,45,62,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56.76,10.0,2.69472,3.03125,1,61.0,48,65,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35.74,2.0,2.79805,2.29625,0,61.0,63,79,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.4,4.0,2.79805,2.66375,3,61.0,49,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81.14,8.0,2.79805,1.48625,1,61.0,47,63,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.35,8.0,2.84613,2.09,0,61.0,49,69,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16.74,2.0,2.33262,3.145,2,37.0,47,70,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16.27,4.0,2.72937,3.18375,3,89.0,51,86,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65.99,10.0,3.17398,4.1225,1,69.0,49,70,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7.94,5.0,2.79805,3.705,1,72.0,46,62,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25.54,10.0,2.79805,2.525,1,61.0,54,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.0,10.0,3.09718,2.3775,4,32.0,60,113,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31.0,4.0,2.79805,2.79125,0,61.0,45,59,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.22,0.0,2.52939,3.72,3,61.0,53,76,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.32,10.0,2.79805,3.05625,0,61.0,49,77,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62.87,10.0,2.85597,3.5,4,63.0,45,70,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.94,3.0,2.7236,0.8075,0,109.0,57,90,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.16,10.0,2.80127,2.85375,2,74.0,47,67,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.11,5.0,2.66163,2.00375,0,86.0,48,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.76,7.0,2.98212,3.32,2,40.0,60,93,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61.07,10.0,3.0577,2.18625,2,61.0,55,80,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49.92,4.0,2.68754,2.04625,0,61.0,67,88,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.52,2.0,3.05073,3.04875,0,61.0,48,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.29,0.0,2.79805,2.215,0,97.0,63,93,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
107.85,10.0,3.38053,2.1075,2,61.0,94,166,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.47,10.0,2.90706,3.29375,1,62.0,48,70,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.15,1.0,2.61501,3.52125,0,110.0,45,68,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3,5.0,2.79805,2.91625,3,61.0,52,63,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.44,5.0,2.81247,3.4775,1,61.0,57,87,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.18,10.0,2.60119,3.7925,1,61.0,45,73,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.62,10.0,2.86228,2.4775,0,61.0,51,68,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.38,1.0,2.6306,4.125,1,61.0,48,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.7,10.0,3.1311,2.875,0,61.0,51,81,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.34,9.0,3.24532,3.75625,5,81.0,46,69,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68.36,9.0,2.87814,1.4325,0,96.0,59,79,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14.24,10.0,2.87806,2.0875,0,61.0,49,79,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35.04,5.0,2.77222,4.0225,0,38.0,52,71,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4,1.0,2.79805,4.18625,0,61.0,46,58,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17.87,6.0,2.70569,1.41125,0,61.0,63,86,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61.65,10.0,2.82075,4.0825,0,61.0,51,84,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.08,2.0,2.90145,1.1725,0,61.0,49,85,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30.7,4.0,2.79805,2.8925,0,61.0,50,64,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.25,6.0,2.3408,2.04,2,84.0,46,64,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.68,2.0,2.83983,2.84375,0,61.0,53,66,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.76,10.0,2.49802,3.20875,0,33.0,49,64,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78,4.0,2.79805,3.45625,0,61.0,45,62,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107.32,0.0,2.8987,2.5125,1,67.0,53,77,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.9,9.0,2.90232,1.27,0,61.0,47,73,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.23,8.0,2.54074,3.31,0,53.0,49,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.7,0.0,2.63013,1.1575,3,70.0,47,74,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50.63,10.0,2.92669,3.6925,0,61.0,52,74,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.6,10.0,2.79805,2.85625,0,98.0,48,70,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.68,10.0,2.79805,3.84,0,61.0,47,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.16,3.0,2.61431,2.775,0,64.0,45,56,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.02,8.0,3.03886,4.445,0,61.0,49,72,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15.34,10.0,2.5747,2.58375,0,45.0,51,72,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.52,2.0,2.79805,3.13625,0,61.0,50,68,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7.78,9.0,2.34155,2.8675,0,61.0,43,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.61,6.0,3.00932,3.67875,1,39.0,47,72,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.59,3.0,2.77975,1.58375,1,61.0,54,75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.86,9.0,2.79805,3.02,0,61.0,52,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.49,10.0,3.04423,2.885,1,38.0,59,85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.41,5.0,2.44444,3.505,0,61.0,49,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
