Trip_ID,Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male,Surge_Pricing_Type
T0005867910,37.42,4.0,2.81628,3.98875,0,61.0,49,64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867912,41.68,6.0,3.04024,2.895,0,37.0,45,79,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
T0005867913,18.41,8.0,2.88654,3.9525,2,61.0,51,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867914,53.75,10.0,2.79805,2.11125,2,61.0,52,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867916,17.18,9.0,2.42948,1.6725,0,61.0,49,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867917,43.01,10.0,2.77083,3.3475,1,61.0,44,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867919,61.98,1.0,2.88417,2.05875,0,61.0,53,73,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867921,93.35,7.0,3.0196,4.8925,0,61.0,44,68,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867922,30.52,3.0,2.85776,2.91625,3,82.0,46,80,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867923,50.22,5.0,2.95112,1.5075,0,61.0,57,89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005867926,101.78,10.0,3.3517,4.79,2,106.0,48,77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867927,78.8,4.0,2.74933,3.94875,0,71.0,56,87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867928,45.48,10.0,2.79805,4.00375,1,61.0,48,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005867936,106.9,0.0,2.79805,3.03125,0,61.0,48,64,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867937,56.32,2.0,2.79805,2.01125,0,61.0,53,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867939,14.3,4.0,2.77972,3.76,2,61.0,46,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867940,60.5,10.0,3.09989,3.17625,0,61.0,56,79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867943,60.73,3.0,3.14612,4.34375,0,61.0,46,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867944,29.41,2.0,2.99782,2.53,1,50.0,51,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867945,32.18,4.0,2.79805,2.435,0,61.0,46,59,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867946,25.75,8.0,2.39575,3.32,1,61.0,47,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867949,32.57,10.0,2.79805,0.99,0,67.0,60,79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867951,19.65,0.0,2.4961,3.24,1,61.0,52,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867952,107.22,10.0,3.09437,3.02875,0,61.0,65,93,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867953,19.78,2.0,2.36594,3.35,0,60.0,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867955,13.29,4.0,2.08561,3.4375,1,89.0,46,62,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
T0005867956,63.9,3.0,2.95362,2.96375,0,61.0,46,73,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005867958,49.29,7.0,2.6569,2.19625,1,61.0,55,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867960,76.56,3.0,2.97659,2.545,0,61.0,46,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867969,62.19,2.0,2.7929,1.4675,0,61.0,57,91,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867970,35.99,2.0,2.5738,2.0125,1,61.0,50,80,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867972,36.44,10.0,2.61189,4.01,0,61.0,49,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005867974,55.25,8.0,2.53828,3.09,0,61.0,50,65,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
T0005867975,46.94,10.0,2.78129,3.94,0,61.0,48,75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
T0005867976,12.75,7.0,2.69314,2.1025,1,49.0,55,74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867977,61.67,9.0,2.69467,3.01875,0,78.0,51,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867978,24.34,3.0,2.87974,4.3475,0,61.0,46,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005867979,45.21,10.0,2.57101,3.2075,1,61.0,52,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867980,9.61,1.0,2.71305,2.0575,2,61.0,52,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867982,106.9,2.0,2.79805,3.205,0,61.0,55,87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005867983,62.14,10.0,2.78477,2.89375,1,61.0,46,73,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005867985,94.37,5.0,3.08663,2.43,1,61.0,56,74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867986,49.98,10.0,2.64132,2.365,0,61.0,48,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867987,46.41,3.0,2.89783,2.4975,1,61.0,49,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867989,7.83,0.0,2.79805,3.5125,1,88.0,48,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867990,31.44,5.0,2.62587,2.98875,0,40.0,45,62,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005867991,30.98,10.0,2.6874,1.79625,2,64.0,51,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005867992,68.65,2.0,2.717,1.185,0,97.0,59,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005867995,9.4,1.0,2.79805,4.73875,1,112.0,49,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005867997,19.18,3.0,3.04153,4.14875,0,55.0,49,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005867998,36.71,0.0,2.65364,2.61,2,101.0,55,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005867999,14.97,10.0,2.73312,0.74125,0,32.0,48,83,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868000,54.44,2.0,3.05556,2.575,1,33.0,49,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868002,75.03,2.0,2.91658,2.67125,0,91.0,52,102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868004,18.05,1.0,2.31376,2.2125,0,61.0,45,59,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868007,31.42,8.0,2.60011,4.18625,0,61.0,45,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868008,30.62,10.0,2.54097,4.34375,1,39.0,46,68,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005868012,30.54,6.0,3.05862,4.51625,0,64.0,52,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868013,16.18,10.0,2.64928,2.91625,0,73.0,46,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868015,36.75,6.0,2.43164,4.45875,0,106.0,50,71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
T0005868018,22.63,0.0,2.66263,4.29125,2,90.0,47,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868019,92.62,3.0,2.87545,1.3,0,61.0,52,72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868020,60.87,10.0,2.93878,2.52125,3,79.0,51,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868021,41.02,10.0,2.73584,2.0925,0,61.0,50,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868022,30.97,10.0,2.87172,2.9925,1,61.0,47,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868025,30.53,1.0,3.11386,2.97875,0,96.0,49,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868026,41.0,7.0,2.88171,2.29625,0,75.0,54,81,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868027,107.73,10.0,3.14782,3.775,0,37.0,58,91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868028,25.18,10.0,2.81091,2.715,1,45.0,57,97,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
T0005868029,108.49,10.0,3.29915,4.21875,1,61.0,61,87,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868031,28.5,7.0,2.81473,3.77625,1,60.0,52,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868034,24.28,5.0,2.69631,2.9625,0,96.0,49,73,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868035,30.46,1.0,3.06864,4.20125,2,41.0,51,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868038,32.29,10.0,2.93277,2.6075,0,98.0,47,74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868040,100.93,2.0,3.02057,2.24375,2,61.0,51,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868043,23.36,0.0,2.23073,2.245,3,61.0,48,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868044,44.73,5.0,2.61342,2.54625,0,61.0,48,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
T0005868045,21.78,7.0,2.50401,1.07125,1,59.0,48,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868047,72.84,10.0,2.83438,3.22,0,61.0,46,67,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868050,15.43,6.0,2.19706,1.12625,1,39.0,55,75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868051,27.49,5.0,2.79805,3.47,1,83.0,47,71,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868052,31.94,0.0,2.85716,3.56875,0,61.0,50,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868053,50.0,10.0,3.09491,1.9075,1,42.0,55,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868054,9.63,3.0,2.60555,3.38,2,61.0,52,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868055,41.82,7.0,2.73139,2.1475,0,91.0,49,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868058,23.85,6.0,2.60938,3.72125,0,61.0,45,65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
T0005868059,9.71,10.0,2.79805,1.7675,0,55.0,55,78,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868061,36.78,2.0,2.87053,4.05375,1,56.0,50,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868064,60.48,3.0,3.60159,4.48875,0,98.0,50,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868065,15.95,0.0,2.53846,3.0925,2,67.0,59,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868066,73.85,10.0,3.1931,2.5625,1,98.0,59,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868067,20.24,10.0,2.68261,2.83375,0,49.0,48,68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868071,60.03,10.0,2.84053,3.19625,2,61.0,51,73,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868072,108.66,10.0,3.03119,4.16625,1,61.0,49,73,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005868073,14.29,2.0,2.79805,1.97,0,61.0,50,65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868075,61.82,5.0,2.96039,2.27625,3,61.0,53,71,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868076,59.28,10.0,2.64827,2.055,3,111.0,46,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868077,108.22,10.0,2.92485,2.24875,3,61.0,53,93,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868078,30.27,10.0,2.6348,4.04125,1,61.0,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868079,13.52,3.0,2.73947,2.47,1,31.0,54,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868083,25.6,3.0,2.77195,2.7825,0,61.0,53,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868084,35.79,10.0,2.7389,3.3675,0,87.0,49,88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868087,74.71,5.0,3.13103,3.575,0,69.0,49,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868088,64.16,10.0,2.79805,2.255,0,61.0,63,89,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868090,45.34,10.0,2.86793,0.91875,1,61.0,49,113,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868091,61.42,3.0,2.74772,2.705,1,64.0,48,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868092,19.71,0.0,2.97678,2.9775,0,61.0,55,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868093,106.62,6.0,3.39858,3.94,1,59.0,54,81,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868094,22.3,5.0,2.70494,2.91125,3,90.0,54,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868096,23.14,2.0,2.95789,4.195,2,61.0,49,76,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
T0005868097,65.74,0.0,3.20177,2.24,0,51.0,54,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868099,37.58,6.0,2.45434,0.63625,0,61.0,55,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868102,63.11,5.0,2.79805,3.17375,0,61.0,47,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868105,4.88,1.0,2.59746,3.1025,0,61.0,52,72,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
T0005868106,43.94,2.0,2.86434,3.365,1,61.0,47,62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868109,20.25,2.0,2.9995,1.75,0,61.0,54,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868111,59.32,5.0,2.85228,3.05625,2,61.0,54,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868114,74.76,10.0,2.96745,3.27125,0,77.0,50,74,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
T0005868115,37.76,1.0,2.70628,2.775,1,61.0,49,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868116,37.95,10.0,2.91701,3.6075,1,44.0,47,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868117,19.1,0.0,2.79805,2.82625,1,77.0,52,64,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
T0005868118,9.21,10.0,2.64237,3.395,0,61.0,45,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868119,46.0,3.0,2.56113,3.37125,0,61.0,45,58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868120,49.76,5.0,2.86922,3.04875,0,61.0,48,61,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868123,13.57,3.0,2.77423,2.75625,0,44.0,49,76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005868125,23.71,2.0,2.74437,1.0975,0,61.0,52,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868126,66.79,10.0,2.80779,3.49,2,33.0,51,77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868128,109.01,9.0,2.79805,4.035,1,65.0,49,73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
T0005868129,32.21,10.0,2.73176,3.86125,0,61.0,54,84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
T0005868130,75.32,10.0,2.96783,2.015,1,59.0,51,84,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868131,46.67,6.0,2.66516,1.90375,0,42.0,49,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868133,26.6,6.0,2.79805,4.055,1,61.0,50,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868134,31.84,4.0,2.79075,3.3275,1,62.0,47,61,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868135,42.87,10.0,2.54702,1.60375,3,79.0,49,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868138,29.23,10.0,3.06304,3.355,0,73.0,55,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
T0005868139,60.38,4.0,2.88716,3.195,0,61.0,62,79,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868140,15.12,1.0,2.79805,3.76125,1,61.0,47,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868142,32.57,1.0,2.49759,2.19125,0,61.0,50,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868143,12.22,4.0,2.64517,1.0825,2,61.0,62,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868145,29.91,10.0,2.5542,4.03375,0,70.0,48,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868148,38.64,4.0,2.74471,2.41375,0,61.0,46,61,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868150,44.87,10.0,2.73738,3.19,1,73.0,47,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868151,20.73,3.0,2.70925,2.94625,3,61.0,49,64,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
T0005868152,29.49,10.0,2.77406,3.605,0,49.0,44,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868153,41.67,0.0,2.45623,3.41125,0,44.0,49,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868154,30.75,10.0,3.19572,1.8975,3,37.0,53,98,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
T0005868157,38.81,6.0,2.49798,3.155,0,61.0,52,83,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868160,6.61,0.0,2.48637,3.31,0,107.0,50,70,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
T0005868161,107.59,2.0,3.19294,3.0,3,62.0,66,111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868162,51.43,5.0,2.60261,1.7,3,61.0,49,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868168,22.76,4.0,2.79805,2.885,1,61.0,47,79,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868170,6.39,0.0,2.22807,2.43625,0,61.0,45,62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005868171,23.01,4.0,2.66469,2.1525,0,34.0,52,85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868172,36.7,5.0,2.73102,2.14375,0,104.0,51,74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868175,62.06,10.0,3.07967,2.7175,1,61.0,52,71,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005868176,25.26,8.0,2.67735,2.32875,0,61.0,50,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868177,36.22,4.0,2.57231,1.44625,0,49.0,49,85,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868180,85.79,10.0,2.92416,3.73875,0,61.0,53,75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868181,90.83,5.0,2.97759,2.3525,1,71.0,50,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868182,19.0,6.0,2.79805,2.95875,3,61.0,57,79,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868183,19.78,9.0,2.73953,2.6625,2,61.0,50,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005868184,73.08,10.0,2.87422,3.66,0,102.0,44,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868185,7.68,9.0,2.46998,2.65,3,61.0,44,55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868188,29.48,0.0,2.59844,2.46125,0,61.0,51,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868191,43.88,10.0,2.64323,2.7675,0,110.0,56,76,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005868192,45.27,8.0,2.62015,3.03875,1,61.0,49,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868193,49.66,5.0,2.79805,3.595,3,42.0,56,106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868194,48.61,1.0,2.95524,3.19125,3,40.0,46,77,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868195,29.34,5.0,2.30529,4.8575,2,61.0,42,56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005868197,86.38,10.0,2.93141,2.72375,1,61.0,53,94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005868198,30.98,10.0,2.67884,0.745,0,38.0,53,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005868199,108.95,10.0,3.39733,2.78625,2,39.0,68,110,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868200,8.26,10.0,2.97544,1.49125,1,61.0,58,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
T0005868203,36.14,10.0,2.79805,2.80625,0,36.0,50,69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868204,47.66,10.0,2.62864,3.04625,0,72.0,51,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868206,24.77,3.0,2.59231,1.15125,4,91.0,53,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868207,75.2,5.0,2.99774,3.06875,3,54.0,62,110,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
T0005868214,60.93,10.0,3.02121,3.305,2,71.0,48,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868215,48.9,10.0,2.82972,2.68625,0,47.0,52,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005868216,75.92,2.0,3.35286,3.43625,0,45.0,48,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005868217,35.5,0.0,2.7548,2.35375,1,61.0,51,75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
